product,rating,rating count,price,product url
XPONNI Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K  Clothing  ,4.0 out of 5 stars,156  ,29.99,https://amazon.com/XPONNI-Track-Pants-Womens-Fashion/dp/B0BJ2QVJRW/ref=sr_1_101?keywords=clothing&qid=1682200311&sr=8-101
The Drop Women's Dakota Belted Mini Shirt Dress  ,3.4 out of 5 stars,126  ,21.47,https://amazon.com/Drop-Womens-Dakota-Belted-Shirt/dp/B09NGTNYRH/ref=sr_1_102?keywords=clothing&qid=1682200311&sr=8-102
Amazon Essentials Women's Classic-Fit 3/4 Sleeve Poplin Shirt  ,4.2 out of 5 stars,3587  ,20.9,https://amazon.com/Amazon-Essentials-Standard-Classic-Fit-X-Large/dp/B07YDR99D1/ref=sr_1_103?keywords=clothing&qid=1682200311&sr=8-103
Gerber Baby Girls' Toddler Multi-Pack Premium Pants Leggings  ,4.7 out of 5 stars,13380  ,15.99,https://amazon.com/GERBER-Toddler-Multi-Pack-Premium-Leggings/dp/B07GFT2Y7W/ref=sr_1_104?keywords=clothing&qid=1682200311&sr=8-104
Under Armour Men's Tech Graphic Shorts  ,4.7 out of 5 stars,59226  ,17.93,https://amazon.com/Under-Armour-Graphic-Shorts-Medium/dp/B077XK71ST/ref=sr_1_105?keywords=clothing&qid=1682200311&sr=8-105
PRETTYGARDEN Women's 2023 Fall Fashion Outfits 2 Piece Sweatsuit Solid Color Long Sleeve Pullover Long Pants Tracksuit  ,4.1 out of 5 stars,4916  ,43.99,https://amazon.com/PRETTYGARDEN-Sweatsuit-Pullover-Tracksuit-Pockets/dp/B093GZ7RKK/ref=sr_1_106?keywords=clothing&qid=1682200311&sr=8-106
Newborn Baby Boy Girl Clothes Ribbed Knitted Cotton Long Sleeve Romper Long Pants Solid Color Fall Winter Outfits  ,4.7 out of 5 stars,4802  ,16.99,https://amazon.com/Newborn-Clothes-Ribbed-Knitted-Outfits/dp/B08L93432B/ref=sr_1_107?keywords=clothing&qid=1682200311&sr=8-107
"Simple Joys by Carter's Baby Boys' Jumpsuits, Pack of 3  ",4.8 out of 5 stars,7472  ,27.2,https://amazon.com/Simple-Joys-Carters-3-Pack-Jumpsuits/dp/B075XQSFFP/ref=sr_1_108?keywords=clothing&qid=1682200311&sr=8-108
The Children's Place Boys' Pull on Cargo Shorts  ,4.7 out of 5 stars,19238  ,13.51,https://amazon.com/Childrens-Place-Pull-Cargo-Shorts/dp/B01FKZRV4M/ref=sr_1_109?keywords=clothing&qid=1682200311&sr=8-109
JUST MY SIZE Women's Plus Size Active Pieced Stretch Capri  ,4.5 out of 5 stars,10994  ,22.0,https://amazon.com/Just-My-Size-Stretch-Granite/dp/B071NBHNM1/ref=sr_1_110?keywords=clothing&qid=1682200311&sr=8-110
Gerber baby-girls 4-pack Short Sleeve Onesies Bodysuits  ,4.8 out of 5 stars,3841  ,13.37,https://amazon.com/Gerber-4-Pack-Onesies-Bodysuits-Leopard/dp/B09255GQ72/ref=sr_1_111?keywords=clothing&qid=1682200311&sr=8-111
The Drop Women's @caralynmirand Ruffle-Neck Tiered Mini Dress  ,4.1 out of 5 stars,965  ,39.92,https://amazon.com/Drop-Womens-caralynmirand-Ruffle-Neck-Tiered/dp/B09CZ2Y6XK/ref=sr_1_112?keywords=clothing&qid=1682200311&sr=8-112
The Children's Place Baby Toddler Boys Short Sleeve Graphic T-Shirt  ,4.4 out of 5 stars,6  ,4.99,https://amazon.com/Childrens-Place-Toddler-Graphic-Handsome/dp/B0BRHJ91RV/ref=sr_1_113?keywords=clothing&qid=1682200311&sr=8-113
PGA TOUR Women's Pull-on Golf Pant with Tummy Control (Size X-Small-xx-Large)  ,4.4 out of 5 stars,2959  ,43.67,https://amazon.com/PGA-TOUR-Womens-Motionflux-Caviar/dp/B073JLM4BK/ref=sr_1_114?keywords=clothing&qid=1682200311&sr=8-114
THE GYM PEOPLE High Waist Yoga Shorts for Women's Tummy Control Fitness Athletic Workout Running Shorts with Deep Pockets  ,4.5 out of 5 stars,23224  ,19.99,https://amazon.com/GYM-PEOPLE-Women-Tummy-Control-Athletic/dp/B07QP69Z5P/ref=sr_1_115?keywords=clothing&qid=1682200311&sr=8-115
The Drop Women's Jody Square-Neck Cropped Fitted Rib Knit Tank Top  ,4.0 out of 5 stars,378  ,9.95,https://amazon.com/Drop-Womens-Square-Cropped-Toasted/dp/B09MWK4BXL/ref=sr_1_116?keywords=clothing&qid=1682200311&sr=8-116
Amazon Essentials Women's Short-Sleeve Scoop Neck Swing Dress (Available in Plus Size)  ,4.3 out of 5 stars,10377  ,23.8,https://amazon.com/Amazon-Essentials-Womens-Short-Sleeve-Scoopneck/dp/B07JNS8M4R/ref=sr_1_118?keywords=clothing&qid=1682200311&sr=8-118
Fruit of the Loom Boys' Tag-Free Cotton Tees (Assorted Color Multipacks)  ,4.5 out of 5 stars,6076  ,12.16,https://amazon.com/Fruit-Loom-Multi-Color-Sleeveless-Turquoise/dp/B07V2B2BRR/ref=sr_1_119?keywords=clothing&qid=1682200311&sr=8-119
Amazon Essentials Women's 10 Inch Inseam Bermuda Chino Short  ,4.2 out of 5 stars,1981  ,22.32,https://amazon.com/Amazon-Essentials-Womens-Inseam-Bermuda/dp/B08P1QYKZD/ref=sr_1_120?keywords=clothing&qid=1682200311&sr=8-120
EFAN Womens Sweat Shorts Summer Casual Comfy High Waisted Lounge Shorts Drawstring Cotton Shorts with Pockets 2023  ,4.0 out of 5 stars,448  ,18.98,https://amazon.com/EFAN-Womens-Waisted-Drawstring-Pockets/dp/B0B6VQ35Q8/ref=sr_1_121?keywords=clothing&qid=1682200311&sr=8-121
"Hanes Women's Jersey Pocket Shorts, Drawstring Cotton Jersey Shorts, 7"" Inseam  ",4.4 out of 5 stars,55935  ,11.8,https://amazon.com/Hanes-Womens-Charcoal-Heather-X-Large/dp/B016YKK3LA/ref=sr_1_122?keywords=clothing&qid=1682200311&sr=8-122
The Children's Place Baby Single and Toddler Short Sleeve Family Graphic T-Shirts  ,4.8 out of 5 stars,85  ,4.2,https://amazon.com/Childrens-Place-Toddler-Graphic-T-Shirts/dp/B0BNDFBY7Y/ref=sr_1_123?keywords=clothing&qid=1682200311&sr=8-123
"Amazon Essentials Women's Tech Stretch Racerback Tank Top (Available in Plus Size), Multipacks  ",4.4 out of 5 stars,12888  ,22.7,https://amazon.com/Amazon-Essentials-Womens-Stretch-Racerback/dp/B07FLY5PQ5/ref=sr_1_124?keywords=clothing&qid=1682200311&sr=8-124
Amazon Essentials Women's Fluid Twill Short Puff Sleeve Smock Detail Shirt  ,4.2 out of 5 stars,1143  ,25.5,https://amazon.com/Amazon-Essentials-Womens-Sleeve-Chelsea/dp/B08WSB5L4Y/ref=sr_1_125?keywords=clothing&qid=1682200311&sr=8-125
BALEAF Women's Long Sleeve Shirts UPF50+ Sun Protection Quick Dry Hiking Fishing  ,4.5 out of 5 stars,21901  ,19.99,https://amazon.com/Baleaf-Protection-T-Shirt-Outdoor-Performance/dp/B071YYSS8G/ref=sr_1_126?keywords=clothing&qid=1682200311&sr=8-126
IDEGG Women and Men No Show Socks Low Cut Anti-slid Athletic Running Novelty Casual Invisible Liner Socks  ,4.7 out of 5 stars,47740  ,15.99,https://amazon.com/IDEGG-Socks-Cotton-Anti-slid-Athletic/dp/B07W7TR1PR/ref=sr_1_127?keywords=clothing&qid=1682200311&sr=8-127
"Burt's Bees Baby baby-girls Sleep and Play Pajamas, 100% Organic Cotton One-piece Romper Jumpsuit Zip Front Pjs  ",4.8 out of 5 stars,251  ,11.85,https://amazon.com/Burts-Bees-Baby-One-Piece-Jumpsuit/dp/B07R27GJ5P/ref=sr_1_128?keywords=clothing&qid=1682200311&sr=8-128
"EcoSmart ECO 11 Electric Tankless Water Heater, 13KW at 240 Volts with Patented Self Modulating Technology  ",4.4 out of 5 stars,4775  ,234.95,https://amazon.com/EcoSmart-ECO-11-Modulating-Technology/dp/B001LZRF9M/ref=sr_1_129?keywords=clothing&qid=1682200311&sr=8-129
Dickies Men's Dri-tech Moisture Control Comfort Length Crew Socks  ,4.6 out of 5 stars,5263  ,15.99,https://amazon.com/Dickies-Dri-tech-Moisture-Control-Comfort/dp/B0B9YHMZV2/ref=sr_1_130?keywords=clothing&qid=1682200311&sr=8-130
AUTOMET Women’s Summer 2 Piece Outfits Shorts Sets Sleeveless Round Neck Crop Top Tank and High Waisted Shorts with Pockets  ,4.1 out of 5 stars,478  ,26.98,https://amazon.com/Automet-Outfits-Loungewear-Sleeveless-Waisted/dp/B09YYBPKCD/ref=sr_1_131?keywords=clothing&qid=1682200311&sr=8-131
"Hanes Women's Crewneck Sweatshirt, EcoSmart Fleece Women's Pullover Sweatshirt, Sweatshirt for Women  ",4.3 out of 5 stars,58792  ,11.33,https://amazon.com/Hanes-Womens-V-Notch-Pullover-Sweatshirt/dp/B01I8JLLS4/ref=sr_1_132?keywords=clothing&qid=1682200311&sr=8-132
Skechers Women's Go Walk Pant  ,4.6 out of 5 stars,7221  ,28.13,https://amazon.com/Skechers-womens-Gowalk-Leggings-XX-Large/dp/B07M7Y58FB/ref=sr_1_133?keywords=clothing&qid=1682200311&sr=8-133
Gerber baby-girls 5-pack Short Sleeve Variety Onesies Bodysuits  ,4.8 out of 5 stars,14387  ,13.95,https://amazon.com/GERBER-Variety-Onesies-Bodysuits-Princess/dp/B07QLNXJH1/ref=sr_1_134?keywords=clothing&qid=1682200311&sr=8-134
"Amazon Essentials Women's Classic-Fit Short-Sleeve Crewneck T-Shirt, Multipacks  ",4.4 out of 5 stars,43838  ,19.0,https://amazon.com/Amazon-Essentials-Short-Sleeve-Crewneck-T-Shirt/dp/B07756DPMZ/ref=sr_1_135?keywords=clothing&qid=1682200311&sr=8-135
"Simple Joys by Carter's Unisex Babies' Short-Sleeve Bodysuit, Pack of 6  ",4.9 out of 5 stars,8365  ,18.1,https://amazon.com/Simple-Joys-Carters-Short-Sleeve-Bodysuit/dp/B072V8T1KP/ref=sr_1_136?keywords=clothing&qid=1682200311&sr=8-136
"BALENNZ Workout Shirts for Women, Moisture Wicking Quick Dry Active Athletic Women's Gym Performance T Shirts  ",4.4 out of 5 stars,5251  ,33.99,https://amazon.com/BALENNZ-Workout-Moisture-Athletic-Performance/dp/B093Q3BTL3/ref=sr_1_137?keywords=clothing&qid=1682200311&sr=8-137
"Burt's Bees Baby baby-boys Sleep and Play Pajamas, 100% Organic Cotton One-piece Romper Jumpsuit Zip Front Pjs  ",4.8 out of 5 stars,14786  ,8.62,https://amazon.com/Burts-Bees-Baby-One-Piece-Jumpsuit/dp/B07MBJ7BZ6/ref=sr_1_138?keywords=clothing&qid=1682200311&sr=8-138
"Champion Men's Cotton Jersey Athletic Shorts, Gym Shorts, Workout Shorts (Reg. or Big & Tall)  ",4.4 out of 5 stars,60442  ,16.0,https://amazon.com/Champion-Everyday-Pockets-Country-Walnut-407q88/dp/B095JBTG93/ref=sr_1_139?keywords=clothing&qid=1682200311&sr=8-139
Bluey Girls T-Shirt and French Terry Shorts Outfit Set Toddler to Little Kid  ,4.7 out of 5 stars,80  ,21.99,https://amazon.com/Bluey-Little-T-Shirt-French-Shorts/dp/B09RRQVX43/ref=sr_1_140?keywords=clothing&qid=1682200311&sr=8-140
Calvin Klein Girls' Modern Cotton Bikini Panty  ,4.6 out of 5 stars,1960  ,15.0,https://amazon.com/Calvin-Klein-Little-Modern-Cotton/dp/B07LCQPV5K/ref=sr_1_141?keywords=clothing&qid=1682200311&sr=8-141
Under Armour Girls' Utility Softball Pants 22  ,3.8 out of 5 stars,64  ,25.0,https://amazon.com/Under-Armour-Girls-Utility-Softball/dp/B09LRCVDYY/ref=sr_1_142?keywords=clothing&qid=1682200311&sr=8-142
Colosseum Active Women's Simone Cotton Blend Yoga and Running Short  ,4.6 out of 5 stars,36263  ,14.99,https://amazon.com/Colosseum-Womens-Simone-Shorts-Black/dp/B07P88KHD8/ref=sr_1_143?keywords=clothing&qid=1682200311&sr=8-143
The Children's Place baby-girls Long Sleeve 100% Cotton Onesie Bodysuits 5-pack  ,4.5 out of 5 stars,35  ,14.78,https://amazon.com/Childrens-Place-Sleeve-Bodysuits-Lavender/dp/B0B7SLB2X6/ref=sr_1_144?keywords=clothing&qid=1682200311&sr=8-144
Bluey Girls T-Shirt and French Terry Shorts Outfit Set Toddler to Little Kid  ,4.7 out of 5 stars,80  ,21.99,https://amazon.com/Bluey-Little-T-Shirt-French-Shorts/dp/B09RRQVX43/ref=sr_1_145?keywords=clothing&qid=1682200316&sr=8-145
Calvin Klein Girls' Modern Cotton Bikini Panty  ,4.6 out of 5 stars,1960  ,15.0,https://amazon.com/Calvin-Klein-Little-Modern-Cotton/dp/B07LCQPV5K/ref=sr_1_146?keywords=clothing&qid=1682200316&sr=8-146
"Simple Joys by Carter's Baby Girls' Cotton Snap Footed Sleep and Play, Pack of 2  ",4.8 out of 5 stars,15660  ,17.1,https://amazon.com/Simple-Joys-Carters-2-Pack-Butterfly/dp/B01MY2FGUB/ref=sr_1_147?keywords=clothing&qid=1682200316&sr=8-147
"Simple Joys by Carter's Baby Boys' 4-Piece Fleece Jacket, Pant, and Bodysuit Set  ",4.8 out of 5 stars,8736  ,18.39,https://amazon.com/Simple-Joys-Carters-4-Piece-Bodysuit/dp/B07MY18BVD/ref=sr_1_148?keywords=clothing&qid=1682200316&sr=8-148
Under Armour Girls' Utility Softball Pants 22  ,3.8 out of 5 stars,64  ,25.0,https://amazon.com/Under-Armour-Girls-Utility-Softball/dp/B09LRCVDYY/ref=sr_1_149?keywords=clothing&qid=1682200316&sr=8-149
"Simple Joys by Carter's Babies, Toddlers, and Girls' Solid Short-Sleeve Tee Shirts, Pack of 3  ",4.6 out of 5 stars,5629  ,16.2,https://amazon.com/Simple-Joys-Carters-Toddler-Short-Sleeve/dp/B0797NW61G/ref=sr_1_150?keywords=clothing&qid=1682200316&sr=8-150
Clothing: A Global History  ,3.4 out of 5 stars,7  ,28.0,https://amazon.com/Clothing-Global-History-Robert-Ross/dp/0745631878/ref=sr_1_151?keywords=clothing&qid=1682200316&sr=8-151
BALEAF Women's Pleated Tennis Skirts High Waisted Lightweight Athletic Golf Skorts Skirts with Shorts Pockets  ,4.4 out of 5 stars,1322  ,27.99,https://amazon.com/BALEAF-Waisted-Pleated-Athletic-Pockets/dp/B09NNDT4DW/ref=sr_1_152?keywords=clothing&qid=1682200316&sr=8-152
The Children's Place Baby Single and Toddler Boys Pull on Cargo Pants  ,4.7 out of 5 stars,8946  ,6.0,https://amazon.com/Childrens-Place-Little-Toddler-Pull/dp/B00P3XR0I4/ref=sr_1_153?keywords=clothing&qid=1682200316&sr=8-153
The Children's Place baby-girls Long Sleeve 100% Cotton Onesie Bodysuits 5-pack  ,4.5 out of 5 stars,35  ,14.78,https://amazon.com/Childrens-Place-Sleeve-Bodysuits-Lavender/dp/B0B7SLB2X6/ref=sr_1_154?keywords=clothing&qid=1682200316&sr=8-154
Glamaker Women 2 Piece Outfit sets Casual Oversized T-Shirt Tops Biker Shorts Workout Sports Tracksuit  ,4.0 out of 5 stars,6477  ,27.99,https://amazon.com/Glamaker-Oversized-T-Shirt-Workout-Tracksuit/dp/B089GJK4XD/ref=sr_1_155?keywords=clothing&qid=1682200316&sr=8-155
Simple Joys by Carter's Baby Girls' Fleece Footed Jumpsuit Pram  ,4.7 out of 5 stars,12015  ,21.9,https://amazon.com/Simple-Joys-Carters-Fleece-Jumpsuit/dp/B01NBNRXAW/ref=sr_1_156?keywords=clothing&qid=1682200316&sr=8-156
Hudson Baby Unisex Baby Preemie Sleep and Play  ,4.7 out of 5 stars,3931  ,18.99,https://amazon.com/Hudson-Baby-Preemie-Sleep-Floral/dp/B07GXVFQRK/ref=sr_1_157?keywords=clothing&qid=1682200316&sr=8-157
"Simple Joys by Carter's Baby Boys' 4-Piece Bodysuit, Top, and Pant Set  ",4.8 out of 5 stars,2442  ,20.9,https://amazon.com/Simple-Joys-Carters-Bodysuit-Dinosaurs/dp/B07ZPPYML6/ref=sr_1_159?keywords=clothing&qid=1682200316&sr=8-159
The Children's Place Boys' 3 Pack and Toddler Basketball Shorts 3-Pack  ,4.6 out of 5 stars,1448  ,13.18,https://amazon.com/Childrens-Place-Toddler-Shorts-Multipacks/dp/B09MDNNVVH/ref=sr_1_160?keywords=clothing&qid=1682200316&sr=8-160
Amazon Essentials Women's Relaxed-Fit Lightweight Lounge Terry Open-Front Cardigan  ,4.2 out of 5 stars,2811  ,16.72,https://amazon.com/Amazon-Essentials-Lightweight-Open-Front-Cardigan/dp/B07FK77DFW/ref=sr_1_161?keywords=clothing&qid=1682200316&sr=8-161
"Hanes Women's Sweatspants, French Terry Capris, Women's Capri Sweatpants, Women's Capri Joggers  ",4.3 out of 5 stars,20055  ,14.0,https://amazon.com/Hanes-Womens-French-Terry-Capri/dp/B0170ACUUU/ref=sr_1_162?keywords=clothing&qid=1682200316&sr=8-162
Hudson Baby Baby Girls' Cotton Dresses  ,4.7 out of 5 stars,18047  ,14.99,https://amazon.com/Hudson-Baby-Toddler-Cotton-Dresses/dp/B07Q674JLR/ref=sr_1_163?keywords=clothing&qid=1682200316&sr=8-163
Saucony Women's Performance Heel Tab Athletic Socks (8 & 16 Pairs)  ,4.8 out of 5 stars,98561  ,11.49,https://amazon.com/Saucony-Womens-Performance-Athletic-Assorted/dp/B086QN7BBQ/ref=sr_1_164?keywords=clothing&qid=1682200316&sr=8-164
Simple Joys by Carter's Toddlers and Baby Girls' 4-Piece Long-Sleeve Shirts and Pants Playwear Set  ,4.8 out of 5 stars,9242  ,23.8,https://amazon.com/Simple-Joys-Carters-4-Piece-Playwear/dp/B083X7MVFS/ref=sr_1_165?keywords=clothing&qid=1682200316&sr=8-165
The Children's Place Baby Toddler Girls Cotton Pull on Shorts  ,4.7 out of 5 stars,23  ,5.98,https://amazon.com/Childrens-Place-Toddler-Fashion-Baby-Girls/dp/B0BMF4SFCR/ref=sr_1_166?keywords=clothing&qid=1682200316&sr=8-166
"BALEAF Women's 8""/ 7""/ 5"" High Waist Biker Shorts Workout Yoga Running Gym Spandex Shorts Side Pockets  ",4.4 out of 5 stars,85585  ,19.99,https://amazon.com/BALEAF-Womens-Workout-Control-Pockets/dp/B074SJPMVB/ref=sr_1_167?keywords=clothing&qid=1682200316&sr=8-167
The Drop Women's Claire Double V-Neck Textured Rib Sweater Tank  ,3.7 out of 5 stars,674  ,14.6,https://amazon.com/Drop-Womens-Textured-Sweater-Sandstorm/dp/B083N35ZH6/ref=sr_1_168?keywords=clothing&qid=1682200316&sr=8-168
Astylish Womens V Neck Roll up Sleeve Button Down Blouses Tops  ,3.8 out of 5 stars,9898  ,29.98,https://amazon.com/Astylish-Fashion-Clothing-Business-Clothes/dp/B08ZCPV4DV/ref=sr_1_169?keywords=clothing&qid=1682200316&sr=8-169
"Simple Joys by Carter's Baby Girls' 4-Piece Jacket, Pant, and Bodysuit Set  ",4.8 out of 5 stars,5661  ,20.9,https://amazon.com/Simple-Joys-Carters-4-Piece-Bodysuit/dp/B07MXXMX17/ref=sr_1_170?keywords=clothing&qid=1682200316&sr=8-170
FYBITBO 2Pcs Baby Boys Summer Clothing Sets Cute Letters Print Sleeveless Tank Tops T-Shirt+Palm Shorts Outfits  ,4.7 out of 5 stars,6254  ,15.98,https://amazon.com/Summer-Clothing-Sleeveless-T-Shirt-Outfits/dp/B07TB14CDQ/ref=sr_1_171?keywords=clothing&qid=1682200316&sr=8-171
"Hanes Baby and Toddler Socks, Boys' and Girls' Ankle and Low Cut, 10-Pair Packs  ",4.8 out of 5 stars,25902  ,8.47,https://amazon.com/Hanes-Toddler-10-Pack-assorted-4T-5T/dp/B013ERRA2Q/ref=sr_1_172?keywords=clothing&qid=1682200316&sr=8-172
The Drop Women's Gabriela High-Neck Cut-In A-Line Side Slit Maxi Sweater Dress  ,4.1 out of 5 stars,1302  ,34.93,https://amazon.com/Drop-Womens-Gabriela-Sweater-Silver/dp/B083NQTJVK/ref=sr_1_173?keywords=clothing&qid=1682200316&sr=8-173
"Simple Joys by Carter's Baby Girls' Sleeveless Bodysuit, Pack of 6  ",4.8 out of 5 stars,15271  ,18.9,https://amazon.com/Simple-Joys-Carters-Sleeveless-Bodysuit/dp/B073X3BK41/ref=sr_1_174?keywords=clothing&qid=1682200316&sr=8-174
Fruit of the Loom Women's Spaghetti Strap Cotton Pullover Sports Bra Value Pack  ,4.6 out of 5 stars,6527  ,16.8,https://amazon.com/Fruit-Loom-Spaghetti-Pullover-Blushing/dp/B0912G2YQC/ref=sr_1_175?keywords=clothing&qid=1682200316&sr=8-175
"WHOUARE 4 Pack Biker Yoga Shorts with Pockets for Women,High Waisted Athletic Running Workout Gym Shorts Tummy Control  ",4.6 out of 5 stars,10350  ,38.99,https://amazon.com/WHOUARE-Pockets-Waisted-Control-Workout/dp/B093PXHBLL/ref=sr_1_176?keywords=clothing&qid=1682200316&sr=8-176
Under Armour Girls' Play Up Solid Shorts  ,4.7 out of 5 stars,3664  ,20.0,https://amazon.com/Under-Armour-Shorts-Metallic-Silver/dp/B0874W6FMH/ref=sr_1_177?keywords=clothing&qid=1682200316&sr=8-177
The Children's Place Single and Toddler Boys Basic Bootcut Jeans  ,4.8 out of 5 stars,13174  ,6.6,https://amazon.com/Childrens-Place-Little-Bootcut-Denim/dp/B07C7KW16M/ref=sr_1_178?keywords=clothing&qid=1682200316&sr=8-178
"Burt's Bees Baby Baby Boys Short Sleeve Rompers, 100% Organic Cotton One-piece Coverall and Layette Set  ",4.8 out of 5 stars,3463  ,22.26,https://amazon.com/Burts-Bees-Baby-One-Piece-Coverall/dp/B07C2GNCQ8/ref=sr_1_179?keywords=clothing&qid=1682200316&sr=8-179
adidas Men's Designed 2 Move Feelready T-Shirt  ,4.5 out of 5 stars,2453  ,23.99,https://amazon.com/adidas-mens-Heather-Black-Large/dp/B087BMKPPG/ref=sr_1_180?keywords=clothing&qid=1682200316&sr=8-180
"Simple Joys by Carter's Toddlers and Baby Boys' Tank Tops, Multipacks  ",4.8 out of 5 stars,8349  ,19.1,https://amazon.com/Simple-Joys-Carters-Toddler-3-Pack/dp/B07961XFVV/ref=sr_1_181?keywords=clothing&qid=1682200316&sr=8-181
Dickies Men's Dri-tech Moisture Control Crew Socks Multipack  ,4.7 out of 5 stars,199718  ,22.3,https://amazon.com/Dickies-Multi-Pack-Dri-Tech-Moisture-Control/dp/B0757S3FDT/ref=sr_1_182?keywords=clothing&qid=1682200316&sr=8-182
The Drop Women's Yasmin Rib Midi Sweater Tank Dress  ,4.1 out of 5 stars,931  ,49.9,https://amazon.com/Drop-Womens-Yasmin-Sweater-Dress/dp/B08RKQYPGR/ref=sr_1_183?keywords=clothing&qid=1682200316&sr=8-183
The Children's Place Baby Boys' and Toddler Belted Chino Shorts  ,4.9 out of 5 stars,38  ,7.98,https://amazon.com/Childrens-Place-Toddler-Belted-Shorts/dp/B0BMFH42MB/ref=sr_1_184?keywords=clothing&qid=1682200316&sr=8-184
"CAMPSNAIL Biker Shorts Women with Pockets-5"" High Waisted Workout Spandex Tummy Control Gym Running Athletic Yoga Shorts  ",4.4 out of 5 stars,47  ,9.99,https://amazon.com/CAMPSNAIL-Pockets-5-Waisted-Workout-Athletic/dp/B0C1BJ6LVQ/ref=sr_1_185?keywords=clothing&qid=1682200316&sr=8-185
Gerber Baby Boys 6-pack Long-sleeve Onesies Bodysuit  ,4.8 out of 5 stars,5385  ,20.99,https://amazon.com/Gerber-6-Pack-Long-Sleeve-Onesies-Bodysuit/dp/B08CQRWXGP/ref=sr_1_186?keywords=clothing&qid=1682200316&sr=8-186
"Simple Joys by Carter's Babies, Toddlers, and Boys' Short-Sleeve Pocket Henley Tee Shirt, Pack of 3  ",4.8 out of 5 stars,8399  ,29.6,https://amazon.com/Simple-Joys-Carters-Toddler-3-Pack/dp/B075X7V4KN/ref=sr_1_187?keywords=clothing&qid=1682200316&sr=8-187
Gerber baby-boys 5-pack Short Sleeve Variety Onesies Bodysuits  ,4.8 out of 5 stars,17043  ,14.99,https://amazon.com/GERBER-5-Pack-Variety-Onesies-Bodysuits/dp/B07QRZN1FV/ref=sr_1_188?keywords=clothing&qid=1682200316&sr=8-188
"Amazon Essentials Women's 5"" Inseam Chino Short (Available in Straight and Curvy Fits)  ",4.2 out of 5 stars,2529  ,19.92,https://amazon.com/Amazon-Essentials-Womens-Curvy-Inseam/dp/B08P1SB5VJ/ref=sr_1_189?keywords=clothing&qid=1682200316&sr=8-189
"EcoSmart ECO 27 Tankless Water Heater, Electric, 27-kW - Quantity 1, 17 x 17 x 3.5  ",4.3 out of 5 stars,2709  ,433.26,https://amazon.com/EcoSmart-ECO-27-Modulating-Technology/dp/B002635ODW/ref=sr_1_190?keywords=clothing&qid=1682200316&sr=8-190
Gerber Baby Boys' 2-Pack Sleep 'N Play  ,4.7 out of 5 stars,8825  ,15.99,https://amazon.com/Gerber-Baby-2-Pack-Sleep-Months/dp/B09255H6LF/ref=sr_1_191?keywords=clothing&qid=1682200316&sr=8-191
Saucony Men's Multi-Pack Mesh Ventilating Comfort Fit Performance No-Show Socks  ,4.6 out of 5 stars,54063  ,26.99,https://amazon.com/Saucony-Ventilating-Performance-Comfort-No-Show/dp/B01N5WNP8J/ref=sr_1_192?keywords=clothing&qid=1682200316&sr=8-192
"Burt's Bees Baby Baby Boys Short Sleeve Rompers, 100% Organic Cotton One-piece Coverall and Layette Set  ",4.8 out of 5 stars,3463  ,22.26,https://amazon.com/Burts-Bees-Baby-One-Piece-Coverall/dp/B07C2GNCQ8/ref=sr_1_193?keywords=clothing&qid=1682200320&sr=8-193
adidas Men's Designed 2 Move Feelready T-Shirt  ,4.5 out of 5 stars,2453  ,23.99,https://amazon.com/adidas-mens-Heather-Black-Large/dp/B087BMKPPG/ref=sr_1_194?keywords=clothing&qid=1682200320&sr=8-194
"Simple Joys by Carter's Toddlers and Baby Boys' Tank Tops, Multipacks  ",4.8 out of 5 stars,8349  ,19.1,https://amazon.com/Simple-Joys-Carters-Toddler-3-Pack/dp/B07961XFVV/ref=sr_1_195?keywords=clothing&qid=1682200320&sr=8-195
"EcoSmart ECO 27 Tankless Water Heater, Electric, 27-kW - Quantity 1, 17 x 17 x 3.5  ",4.3 out of 5 stars,2709  ,433.26,https://amazon.com/EcoSmart-ECO-27-Modulating-Technology/dp/B002635ODW/ref=sr_1_196?keywords=clothing&qid=1682200320&sr=8-196
Dickies Men's Dri-tech Moisture Control Crew Socks Multipack  ,4.7 out of 5 stars,199718  ,22.3,https://amazon.com/Dickies-Multi-Pack-Dri-Tech-Moisture-Control/dp/B0757S3FDT/ref=sr_1_197?keywords=clothing&qid=1682200320&sr=8-197
The Drop Women's Yasmin Rib Midi Sweater Tank Dress  ,4.1 out of 5 stars,931  ,49.9,https://amazon.com/Drop-Womens-Yasmin-Sweater-Dress/dp/B08RKQYPGR/ref=sr_1_198?keywords=clothing&qid=1682200320&sr=8-198
The Children's Place Baby Boys' and Toddler Belted Chino Shorts  ,4.9 out of 5 stars,38  ,7.98,https://amazon.com/Childrens-Place-Toddler-Belted-Shorts/dp/B0BMFH42MB/ref=sr_1_199?keywords=clothing&qid=1682200320&sr=8-199
Gerber Baby Boys 6-pack Long-sleeve Onesies Bodysuit  ,4.8 out of 5 stars,5385  ,20.99,https://amazon.com/Gerber-6-Pack-Long-Sleeve-Onesies-Bodysuit/dp/B08CQRWXGP/ref=sr_1_200?keywords=clothing&qid=1682200320&sr=8-200
Gerber baby-boys 5-pack Short Sleeve Variety Onesies Bodysuits  ,4.8 out of 5 stars,17043  ,14.99,https://amazon.com/GERBER-5-Pack-Variety-Onesies-Bodysuits/dp/B07QRZN1FV/ref=sr_1_201?keywords=clothing&qid=1682200320&sr=8-201
